"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.1.5","beta.2.5","beta.3.5","beta.4.5","beta.5.5","beta.6.5","beta.1.6","beta.2.6","beta.3.6","beta.4.6","beta.5.6","beta.6.6","beta.1.7","beta.2.7","beta.3.7","beta.4.7","beta.5.7","beta.6.7","beta.1.8","beta.2.8","beta.3.8","beta.4.8","beta.5.8","beta.6.8","beta.1.9","beta.2.9","beta.3.9","beta.4.9","beta.5.9","beta.6.9"
"11",0,-3.99372589120013,-4.13512038408893,-4.76965528010028,-1.53379346955748,-7.33618707081771,0,4.21936993205899,0.257454926929159,1.77778663000564,1.19054945086492,0.928820949986458,0,0.808016073369047,5.74814678763724,1.91926209766435,2.91289823031715,1.99980428461048,0,2.22471958081087,2.56172691692991,7.67443818667578,2.82062278090531,2.85049545011692,0,1.04221733925229,2.64328077935577,3.36400611811174,4.23240666473835,1.57421563305989,0,0.175515704901818,0.0259605910507249,0.0688264429028229,-0.482138829429675,-1.09063358102644,0,0.0743323664750035,0.391304609265962,0.17289885982601,-0.197079200431435,-0.598173175492433,0,0.291493991923368,-0.412400266322047,-0.0200943444339233,0.111136920886321,-0.942171992122623,0,0.0164013420276545,0.00915809080800218,0.00708188660827941,-0.0157635928235601,0.0860754368161187
"12",0,-3.47788242173365,-3.40121108374873,-3.97193038623435,-1.64586806277742,-7.54666922714378,0,4.12345954294842,0.21278668488622,1.67341662165475,1.43748893564972,1.57167998611353,0,0.869915244492401,5.62971782979272,1.81406006414588,3.0666626173438,1.73568980444603,0,1.28672191308425,1.43003644563744,6.9355826173303,2.92066722092789,2.79108630105884,0,1.39966088498592,2.9085476233367,3.06484977816974,4.25025194875261,2.0307681840894,0,0.0414480412064603,-0.102152129322203,-0.066413729491858,-0.311461101219576,-0.547063925522451,0,0.00976530289725824,0.268748172502664,0.0311331684263143,-0.16622759106171,-0.32512511087364,0,0.504350542243063,-0.213332520613207,0.206448250344603,0.550505492194244,-0.695987713352767,0,0.00725682499184894,-0.00556808719657507,-0.000114991617007157,-0.0240315008845585,0.0773486970489902
"13",0,-3.55933019509147,-4.14591349919829,-3.90499359734939,-1.89050163206117,-7.46685284848591,0,4.27890565440676,0.43125479062147,1.39686739690494,1.4653813054081,0.995018684032596,0,0.997627922248208,6.02436301986344,0.992022685378986,3.27500553633868,2.15440786972859,0,2.14863138134228,1.75543791999386,6.98789851711112,3.02254924209965,2.65430781261452,0,1.55711286432778,2.89939943844763,2.69180083631665,4.3364680240207,1.25360477962098,0,0.0878721021225789,0.0841130525047929,-0.112432732615012,-0.454873922894153,-0.671329684632451,0,-0.106144711558958,0.229772512344193,0.0792310807245791,-0.167922699064826,-0.677289762997924,0,0.36534718191374,-0.110717564891596,0.428148578839823,0.570489448289282,-0.647080563807787,0,0.0121115373901772,0.00485758752132123,-0.000935070306421679,-0.0185172219111287,0.0818551726040286
"14",0,-3.60796144993161,-3.91308727708963,-4.23893430086988,-1.78632931313558,-8.10812188140612,0,4.10607174352118,0.735826478394186,1.70079094205744,1.03070244233742,1.68268333364157,0,1.49643364055426,6.2243399035421,1.45627166795055,3.29044113005851,2.78807678568062,0,1.2707864489494,2.21969280368995,7.01345987398819,2.66199040886974,3.13540005143021,0,1.4380675585849,2.85907205777653,3.01634026118578,4.20816215525745,1.91546912645531,0,-0.0280584474839412,0.000443933570983216,0.0492830386896632,-0.44462276854951,-1.08275297151827,0,0.0902722114283325,0.274796415093455,-0.00188921594545823,-0.248077426453957,-0.733341451154095,0,0.14501756875355,-0.340741551835081,0.382312773388187,0.583554661856131,-0.574394804606845,0,0.0146091007383,0.00384582545096762,0.00162893215761746,-0.0183257719268841,0.0872457596626516
"15",0,-4.04788315069881,-4.29930019349295,-4.18618828653661,-1.72072235953151,-7.54191283474073,0,4.26691084553787,0.441124021187596,1.89151450405275,1.27987286340275,1.29897164439984,0,1.33805365433338,5.87148545074116,1.85505874435501,3.31911645922785,1.85971741951905,0,1.64458538276305,2.32004239075639,7.40485544675359,3.19278637228077,2.64515883156542,0,1.91318150144319,2.87241531365038,3.33422492222607,4.53873190552762,1.74276968359758,0,0.0604713844978998,0.0622130445427471,-0.226367232918869,-0.638426198327815,-0.902931902583529,0,0.147145729368442,0.452047732993444,0.177562635405844,-0.162221718362805,-0.675419321344226,0,0.182139885255428,-0.035322721267211,-0.055245225163998,0.313300481935408,-0.735092176131988,0,0.0188218872414911,0.00953488805347332,0.00360025657207226,-0.0166105519362803,0.086067893018951
"16",0,-3.98093296023264,-4.10176166042807,-4.17223990695842,-1.85307804795787,-7.54923599525005,0,4.37601545421359,0.662573813301527,2.05865171133138,1.29176365796339,1.75339399590933,0,0.738133731203166,6.0136649732789,1.96750468225579,3.088631616587,2.6744649068555,0,2.45702188335811,2.72721276501203,7.53912770710477,3.33944595951248,3.21320621996904,0,1.33908190726346,2.96939116591542,2.8907487135495,4.29708002137844,1.92728339201117,0,0.0577652126771016,0.213278991694175,0.0785630210845276,-0.405575163896843,-0.664277519510157,0,0.122910247461272,0.296777887780865,0.108355319429759,-0.186636729215975,-0.64681466840929,0,0.40606073231365,-0.17101624751633,-0.0356386160952429,0.426888891328606,-0.485578535421413,0,0.0143651003234441,0.00159254966227798,0.00199436375236343,-0.0179841625980413,0.0743026673253472
"17",0,-4.15080427212849,-4.04398487965607,-4.06744786060172,-1.84436095188568,-7.6390633438693,0,3.99865217704891,1.49448633842466,1.75071876580695,1.24125282885605,1.16029748041795,0,1.51728043812092,6.20411586195652,1.57935750661862,3.38108994734078,1.86947050860386,0,1.60092949226578,1.92945734980949,6.77759106622452,2.65866033258682,2.41731391690363,0,1.31225706668691,2.93709324810068,2.95291091486916,4.31500841342919,1.82558840237532,0,0.220490916625187,0.0351599667321686,0.0421112241230899,-0.263455322368872,-0.567253147516782,0,-0.00123440218624641,0.170754562969007,0.0779772427089665,-0.229078805346763,-0.87388980914357,0,0.350438382765135,-0.0424081917200059,0.0787355492007577,0.38305419112594,-0.717893628748299,0,0.0207241211213619,0.000123122855208707,0.00218645322766094,-0.0187850700341521,0.0832249099937003
"18",0,-3.78655260386648,-4.61482169593768,-3.72275842038085,-1.96091266971679,-7.65597601973528,0,4.2470096344142,1.22855509665746,1.68842330664958,1.29566976212545,1.10546673910507,0,1.08503009481281,6.26498262769888,1.58865930862048,3.1290690510195,2.27796834965997,0,1.80102712521674,1.76218501768897,6.82485114308221,2.52142420297615,2.32350234887489,0,1.59745609488357,3.05451044295788,3.17706713291408,4.24229328855115,1.81786389985914,0,0.143476493038334,0.228374014962393,-0.128866460973278,-0.375107946493313,-0.818448239091914,0,-0.00893282348224545,0.0851780034588647,-0.122723885194993,-0.275542967244566,-0.736880389505546,0,0.25956230251163,0.0331939839483203,0.00320333524062981,0.505370773610004,-0.72159192044972,0,0.0144557492548067,0.00899512698640352,0.000492804563719422,-0.0134321699997093,0.0835762138771542
"19",0,-4.13820113295275,-4.56754440915721,-4.22065623215606,-1.76448300785987,-7.88400557209083,0,4.23483151742307,0.868958630877306,1.71566569697464,1.3029372253862,1.3497128765488,0,1.50874198339458,6.40866263794988,2.42720552676156,3.00134917432962,2.61739994915979,0,2.04176064744545,2.28314586306353,7.10638977295458,3.04204608805922,3.0825858644865,0,1.40194464356319,3.15976627879965,2.93572757562866,4.05360327938714,1.62405943312719,0,0.263618617198027,0.090698219469844,0.0979679550110907,-0.321626422455885,-0.739309077599151,0,0.127965420404331,0.345583684709996,0.417976065826621,-0.150102592199332,-0.380888224443265,0,0.192549022112477,-0.129421906754249,-0.127280646646084,0.240384244865062,-0.920888116380835,0,0.0193738025556391,0.0094191703243377,0.00629887731899704,-0.0132968959845823,0.0879408169645075
"20",0,-3.81345919000707,-4.08531066505793,-4.57805627305335,-1.73129163798564,-7.35801285126518,0,4.19728083543502,1.06655856421293,1.9679939901888,1.39344495501641,1.15896206248913,0,1.49275827844424,6.39373870090025,1.66942798555101,3.66695771941591,2.36750130285621,0,1.83328286582984,2.56557111420999,7.34248853594362,2.88722398185187,2.75651000192735,0,1.34241413179604,2.8078273563305,3.16809136068172,4.14840305413744,1.59436526566053,0,0.166220541565839,0.141775256563029,0.136198574791519,-0.345613799753327,-0.524242651662817,0,0.154186062445687,0.250529647157265,0.228702575983142,-0.24474924510834,-0.507552179441922,0,0.377157022557586,-0.258694345107219,0.150801535286534,0.30379735236104,-0.198680476441298,0,0.0119224745610737,0.00194802565661392,0.00308592122526929,-0.0168903242436655,0.0697863037463078
"21",0,-3.94608637313221,-3.97562394008035,-4.33851715248901,-1.7439440041102,-7.64287186427222,0,4.22621188944368,1.07730470077782,2.02063207364269,1.3444936748204,1.35272856029444,0,0.576386278624145,5.93463447197206,2.49365229401934,3.23619967089844,2.33758825378424,0,1.99723835472012,2.2653759811146,7.21117795555635,2.89099734301603,2.67490940591366,0,1.59636932507222,2.82448368017313,3.03909113209794,4.27635355836067,1.59433625997084,0,0.0808122501548136,0.0549297260876777,0.0853964588776336,-0.368106844527768,-0.717959474589183,0,0.174647276551326,0.0966005974256643,0.118797483990888,-0.268749285839112,-0.376981845239305,0,0.436566895007266,0.0897888463706144,0.351306759958523,0.441240412852268,-0.444595450752016,0,0.013881278291066,0.00129279101183258,-0.00123297516253837,-0.0190067233865574,0.0770059386279533
"22",0,-3.89188631409923,-4.53392567666944,-4.65585661639504,-2.14951570738757,-7.56171319671998,0,4.01666893318456,1.26293808631957,1.85025802435091,1.20628199593498,1.33748110592636,0,1.26387206329845,6.33039792284523,2.70045639121889,3.18295312466402,2.60993981209549,0,2.06480516482141,2.53132927134,7.58950570643226,2.96059457455454,2.84680623194907,0,1.15634637664863,2.9858961966036,3.10484510958831,4.20743532387405,1.46085849046513,0,0.103875440907314,0.148182653462024,0.145485158373653,-0.33716625938048,-1.1773271220509,0,0.114314677022781,0.352699700116138,0.125672209870415,-0.208989827767053,-0.76165081732288,0,0.434571413909163,-0.136737667333985,0.373682479417499,0.529888412227416,-0.5127795285622,0,0.0163006451432749,0.00665993798085394,0.00187247171170134,-0.0106039800421327,0.0870289572239186
"23",0,-4.22533727727912,-4.48453444094566,-4.597517602529,-2.02758117962611,-8.54889423648007,0,4.13154660979681,-0.119381985955147,1.96197163926069,1.13605552580301,0.917397599637066,0,0.880354073448746,5.92243698903042,2.0183753700462,3.1041271029623,2.37386747982704,0,1.59623600965717,2.15922040294817,7.29503602632182,2.79724961273487,3.0030356695484,0,1.43028808304264,2.80174941368957,3.3196759725342,4.11760951390135,1.61559308786924,0,0.105023680587094,0.175196539427033,0.0214428971883767,-0.353983998725794,-1.02057044270725,0,0.145768349635783,0.358942866977123,0.228804327682994,-0.303211812765361,-0.632363220271365,0,0.419465059975666,-0.151431751238605,0.080187577193602,0.4651773785936,-0.380171435430217,0,0.019618472702465,0.009697015615935,0.00748339030375339,-0.00998791093462507,0.0961560035588199
"24",0,-4.09996282322709,-4.64636129235197,-4.40832941049549,-1.97216300788807,-8.63944792924533,0,4.10466766483164,0.30936520883831,1.67398222444041,1.38511850849547,1.31267533239335,0,0.478707966435764,6.45406663263959,2.41038020759895,3.32751680774232,2.79628719671369,0,1.98746420016668,2.89174778370416,7.23122440998245,3.05033474673402,3.18777500691749,0,1.580578494717,2.95485379804848,3.01636281408213,4.332288887885,1.60879446400462,0,0.176722038425112,0.254893167903227,0.0875170327516919,-0.439189831016709,-0.61483097015914,0,0.00012491760198674,0.333288002275665,-0.172693561449614,-0.380730845442154,-0.727356002173124,0,0.558496731417717,-0.114961530407291,0.0486791972571807,0.523679511810607,-0.422587507188668,0,0.0167211590267407,0.0101058234106053,0.00994669780901818,-0.0145270119278811,0.0927566204499962
"25",0,-4.34076602407589,-4.09676349694655,-4.35802717148863,-2.24835699490376,-7.48478887099948,0,4.37963449109291,0.398446723995414,1.84358505804795,1.67811225972627,1.89505614517056,0,0.764326781395405,5.78791712360483,1.68843418568767,3.12751735431527,2.53112632716828,0,1.70292199433146,1.77536424883452,7.17057082832811,3.09411237442816,3.05770998100026,0,1.49251846862104,2.76498487959288,3.07212606508914,4.26400810538052,2.66047430542101,0,0.205993259362861,0.0688114452196595,-0.0365231464946316,-0.322017338480101,-0.482701752182653,0,0.116629541771722,0.0420840102402466,-0.00132382068982602,-0.213379986847962,-0.996420723673879,0,0.623537892574509,0.00109562509958043,0.157122391035031,0.568129235281167,-0.996016755008069,0,0.0163683586045295,0.00707105667404884,0.006430536446514,-0.012808891008674,0.0782839779854246
"26",0,-3.70147772209125,-3.93499711521974,-4.14977049064163,-1.73122396630289,-7.05955135480626,0,4.0976323941738,0.799379521186442,1.75399300052675,1.27323448534279,1.29973184960669,0,0.845571037205451,6.36056198252652,2.20374743245699,3.24942764263278,2.17800390054322,0,1.60601669724897,2.40286657575672,7.20610678228222,2.7576575566638,2.54520828649747,0,1.45148816482892,3.16366702668527,3.17915148537201,4.29060494260067,1.69765916912795,0,0.247988292098307,0.0845671049475966,0.0828726599478324,-0.443423361930012,-0.545813121910973,0,0.0859331707777171,0.254993752884174,0.435182405453494,-0.301297705266534,-1.09299680993182,0,0.547919336868382,-0.388428239298303,-0.0206053424155192,0.475558896371147,-0.710299477730191,0,0.00861141138146324,-0.000434823800530062,-0.00182349770653723,-0.0169546782242148,0.0740066771147201
"27",0,-3.66274360217452,-4.0399727940458,-4.58857453105787,-1.85532537593168,-7.076981858209,0,4.16835102210963,0.950138267999434,1.60555369558814,1.22309787702178,1.19308130922886,0,1.60832925153309,6.53558812660524,2.41812434829097,3.55065284985417,2.34067497318781,0,1.60033928532613,2.53762805460702,7.17605449238129,2.78695804327127,2.82858711391008,0,1.4325865440259,2.76637989620896,2.98353152774352,4.25794632534735,1.48174480946122,0,-0.0549474886997051,0.0621160649417864,0.0337651309529427,-0.487356522297791,-1.04404313313013,0,-0.0388714050547665,0.34819440642667,0.160277715447232,-0.146733084333588,-0.752696984730693,0,0.494700833140596,-0.167391071197258,0.356881267748303,0.413602481371064,-0.453388947480886,0,0.012632856233905,0.000114550646661815,0.00642459216657,-0.013248550875046,0.074713939819482
"28",0,-4.39366799924512,-4.64059707470253,-4.30046753166275,-2.00895261725896,-7.72766080695491,0,4.17978234961166,0.93947128771887,1.60816001088392,0.905449636880986,1.47021266885115,0,1.82138109463141,6.50375468641953,1.95808506920708,3.51129755017026,2.38119001495526,0,1.32580348197251,2.24639158115355,7.20455237227443,2.82131965325864,2.61045817569583,0,1.81197219630328,3.07021444155004,3.55549008393898,4.35761663726653,2.14925018082201,0,0.179762835800456,0.160423380485093,-0.0361961628560991,-0.327171661044458,-0.96803885503408,0,0.174910977051277,0.328368605560985,0.229262248249255,-0.165787617468918,-0.784823975741522,0,0.518252626909489,0.159054621489423,0.00126147577203454,0.63808685469317,-0.404303966134908,0,0.0189785741245573,0.00518701995840085,0.00124707580444136,-0.0168551854576367,0.0821332668508915
"29",0,-3.73808659428726,-4.30196615218068,-3.80218374763999,-1.97972359599074,-7.97664346371707,0,4.04369424056576,0.250715747465251,1.87560519776202,1.37961765300875,1.22598628374023,0,1.63635789088773,6.05877242686844,1.55822299950491,3.19262981760666,2.37082904249287,0,1.86965484054567,2.25029847720496,7.19449568317898,2.95000926756845,3.20487485831225,0,1.30175221868317,2.68866904176913,3.22801345719977,4.41305540619575,2.06102796176152,0,0.113851385819279,0.108959829998951,-0.0126211527285273,-0.442880548796115,-0.863542344169589,0,0.0566743659030609,0.313434303723918,-0.0284628842482298,-0.279372130208261,-0.690567175043248,0,0.221547078461566,0.137930842445419,-0.178775711927069,0.505923420557127,-0.317557610128163,0,0.0157793165955808,0.00457234687177194,0.000267367018491819,-0.0147646920659225,0.0840619723093621
"30",0,-4.2587522469017,-4.23306183394468,-4.46226306258442,-1.5816645700324,-7.93215735070486,0,4.01304741074182,0.324905934149849,1.61880014457404,1.1207018774848,1.35432844641259,0,0.871668452346487,6.09626571756685,2.12471066423438,3.15418795704606,2.38011235372807,0,1.6866244744709,2.74171498472596,7.48198090594047,2.97215087688959,2.36020370411878,0,1.13479444819865,2.96768601305117,3.07002135427578,4.19916550239018,1.34453125183845,0,0.167094036235775,0.0178340684599843,0.100059112701121,-0.481800051216383,-0.428778290210786,0,-0.0230418810994522,0.147060457634716,0.0258750692319024,-0.281067172177779,-0.775665861321495,0,0.523019472904992,-0.223438395886953,0.17191185916256,0.335226751279247,-0.376400153718695,0,0.0205790019495957,0.00856008807771918,0.00229220229894647,-0.0193570872873575,0.0823358915855276
"31",0,-4.04785649862584,-4.33866277327759,-4.24973010766488,-1.97466333321774,-7.63948445090309,0,4.13232519701977,1.26081301693426,1.70039900420808,1.09675400813203,1.25790842639253,0,0.440177240934268,6.21546436527089,2.1473212189308,3.25016769310561,2.37867695555414,0,1.55101293865331,2.64982606870752,7.38382531521943,3.1527211897416,3.08582335726631,0,1.25702211171941,2.86268552715176,3.20408657702854,4.26885293794173,1.47582756992982,0,0.0309276169767205,-0.11398786477767,-0.0837352305943035,-0.487050646114578,-0.915566533205932,0,0.091270129253693,0.0746705026771443,0.201043775884411,-0.189400781380141,-0.680497302232868,0,0.376923550431641,-0.00303287615271304,0.0135039231735635,0.458648036231616,-0.575638581754341,0,0.0193925923204427,0.00714162714255215,0.00144073054044333,-0.0133125663163027,0.0818745059897756
"32",0,-4.08001565465858,-4.72733391332388,-4.217940306939,-2.02355891185793,-8.6880268963565,0,4.10593578258486,0.325088456730085,1.59432357120212,1.33550546117189,1.42300265126452,0,0.837569389820704,6.3113249085402,2.30499462703766,3.19815781164512,2.65063982396414,0,1.86899324224051,2.43038689441941,7.14515898725778,2.99025609109502,3.13047059502609,0,1.51687132787048,2.924470034657,3.03836222705537,4.3808788991025,1.41345652750187,0,0.0914540630352134,0.209193067207097,0.099333796789009,-0.408929207748955,-0.63300352137113,0,0.0651523083287925,0.373696556095906,-0.155677525238967,-0.384822614353597,-0.680024847024045,0,0.511761852010536,-0.117822665842801,-0.0309925416061844,0.548666571549846,-0.395550209029073,0,0.0176464300832747,0.00957280267946998,0.00952385991802437,-0.0126305565291999,0.0958199603606622
