"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.1.5","beta.2.5","beta.3.5","beta.4.5","beta.5.5","beta.6.5","beta.1.6","beta.2.6","beta.3.6","beta.4.6","beta.5.6","beta.6.6","beta.1.7","beta.2.7","beta.3.7","beta.4.7","beta.5.7","beta.6.7","beta.1.8","beta.2.8","beta.3.8","beta.4.8","beta.5.8","beta.6.8","beta.1.9","beta.2.9","beta.3.9","beta.4.9","beta.5.9","beta.6.9"
"1",0,-4.19365481292703,-4.36871594753798,-4.23028307602585,-1.84496585009853,-7.68467627285584,0,4.0952504377004,-0.3684692075072,1.62123978635753,1.13545439323287,1.19467665752928,0,0.987439444260754,5.84081548811005,1.71576892275328,3.07530136302695,2.70099034687395,0,1.62603222105238,1.87092082272156,7.14969115259117,2.80708123737123,3.32924920144702,0,1.39555056339278,2.40429378051904,2.71187445451878,4.03282801252881,2.1095572510059,0,0.11456432603098,0.0865711424401775,0.00458181651541598,-0.310955517291045,-0.703570005458057,0,-0.0241487840349647,0.328082820128836,0.0855251469774475,-0.248621069557195,-0.580068532705251,0,0.382251090581424,-0.0373874457501372,0.0423083070070058,0.30334845319817,-0.352477845748906,0,0.0213305191078266,0.0119613301511065,0.00395698208579334,-0.0118633894482335,0.0765527289590671
"2",0,-3.94841992316808,-3.98510125333437,-3.61821452911504,-1.76746953091513,-7.62835839416652,0,4.18803658805846,1.17597023379396,1.69507390812118,1.105994020162,0.927035328347279,0,0.401595070688578,6.00056186684506,1.78383964070839,3.07259569780217,2.28148512932529,0,1.98559401305224,2.24735553561061,7.40185694069461,3.08163473595985,2.37155384011948,0,1.52977009545836,2.8584937734679,2.87968373807689,4.08314171049474,0.977023807062994,0,0.136011855197335,-0.0790200383133237,-0.021064073674323,-0.406245064966391,-0.892670999258147,0,0.00125011420875951,0.136260260561499,-0.0328745173927613,-0.391020965671832,-0.845311511965881,0,0.357036449427511,-0.0295658078055881,0.0458271031310086,0.568027152526822,-0.277889810211105,0,0.0156118699291853,0.000808150595501419,-0.00645572997010555,-0.0167871047067366,0.0828181658599949
"3",0,-3.89581684500733,-4.37066780148501,-4.45591519567177,-1.84424365043038,-7.64437511044013,0,4.22171408809101,0.898312354540076,1.69796029883785,1.2460181506987,1.35945414248527,0,0.936152371780395,6.32518193560719,2.09595079298362,3.39966576302118,1.69971529863042,0,1.94691491082179,1.90792789747141,7.38232306965838,2.71615407359457,2.93714803585961,0,1.45773688074313,2.68290005155752,3.05630838144618,4.28483610761592,1.42445533470628,0,0.106474819648433,0.154848677772564,0.0402335396076074,-0.354693188148899,-0.713129869459243,0,-0.00463996582468846,0.171832860217217,0.0142955100745024,-0.179619870998404,-0.845943331696401,0,0.406603361830025,0.0508035527848502,0.187971481694578,0.493560504971289,-0.495231539230218,0,0.0156011432777029,0.00412492462714708,0.00411676952778436,-0.0199317656110573,0.0836052037008695
"4",0,-3.88030287044999,-4.13142214160648,-3.97074986536118,-1.73786371220484,-7.10909634270331,0,4.28485729821988,0.762795534965662,1.82070459559476,1.23286341871913,1.17726830928151,0,0.715574824582939,5.93341510147109,2.02646049845967,3.0451799809295,2.45097121210082,0,1.84354986580988,2.08090495024908,7.06732708111807,2.76870181743492,2.61766639962482,0,1.14837531641937,2.93114531379229,3.08284234564975,4.25132443594126,1.73496304082474,0,0.141381219000619,0.095514678552034,0.215997021264071,-0.295100901015139,-0.784978867322372,0,0.175499944314708,0.253792729881253,0.161957065603888,-0.279670470248409,-0.974884123190083,0,0.203668288973717,-0.313296590204079,0.0593267786548456,0.418479175157299,-0.555994655063826,0,0.0138751208366737,0.00697385212760836,-0.00483615316621216,-0.0189514979772422,0.072944238450074
"5",0,-4.16593780201341,-4.66203421492939,-4.41508427206836,-1.88583329007401,-6.80419743679674,0,4.40762161170382,0.451915992592764,1.79692349659979,1.33553166117596,0.985217752339987,0,1.3884988638037,6.13091796198671,1.86884981417686,3.07404378471652,1.86693810155496,0,1.63581054618607,2.2121080657757,7.2319122010255,2.83750551524277,2.51080444807486,0,1.439043463805,3.12065321960042,3.25483979990039,4.17951051624985,1.67058914037631,0,0.0953518103270776,0.387117651079956,0.188035638648117,-0.266887753455595,-1.00148269694594,0,0.173217153075514,0.271192913117274,0.0280041729754597,-0.25535831895632,-1.01461552534738,0,0.344638057538441,-0.192861231060038,0.112100074358122,0.243161715985831,-0.482141225057607,0,0.0170890770884535,0.0101248761780671,0.00218939399600853,-0.0124062933384946,0.072281205526173
"6",0,-4.20589098074554,-4.55673520221759,-4.67006871165305,-2.13115808450159,-8.95434469177847,0,3.9938052151719,0.69204718362537,1.76014738596098,1.19080658046402,1.5652839883612,0,1.29333958465899,5.97811152029907,2.06684980666163,3.27657439423003,2.24094873388983,0,1.93434816845398,2.09422749169355,7.43559155088688,3.11394747346023,3.25628509953568,0,1.87707460880718,3.15092111406156,3.37940185560044,4.3159469145692,2.65078146430207,0,0.191899309104942,0.29052950506398,0.0474220368148735,-0.190626959383799,-0.912987734403582,0,0.12518083838257,0.428044711690262,0.115175580853471,-0.0520195605976943,-0.659088787698467,0,0.458721217961757,-0.00808794238461156,0.213084538512717,0.464096354729574,-0.702573046109147,0,0.0185024812725102,0.00640247849117586,0.008205155350889,-0.0146181257707969,0.100577288505802
"7",0,-4.39417372401914,-4.40154182952689,-4.55284566905735,-1.96457204176575,-8.05677347312297,0,4.18391879934362,0.771058998787848,1.76516003351496,1.56942897265729,1.46515417639215,0,1.5249206155164,6.45685128001944,2.28933899164544,3.54016928564249,2.55354925520237,0,1.80858030574963,2.35268318043537,7.5426644043537,2.89777972715915,3.1112106514811,0,1.33628594812005,3.18599226519238,3.47476381294496,4.42927381305509,1.54059163560626,0,0.172590245124149,0.096654201861787,0.271426466968319,-0.295147964480273,-0.461764931145229,0,0.166713201966488,0.042204709718522,0.100200697982938,-0.290010800694206,-0.394037864963407,0,0.506991931192333,-0.19329766771113,0.225692655065699,0.441702467378919,-0.694993497695757,0,0.0201829320914321,0.00703890978370627,-0.00159005645512325,-0.0154537952839022,0.0853354222153793
"8",0,-3.95873056609051,-4.32557930481414,-4.53876386588312,-1.82532569598047,-6.75575840817898,0,4.2779917488328,0.461998810941142,2.39226489574662,1.35658099570364,1.13218684400214,0,1.09642482099393,5.93666014120442,1.13803942894731,3.00402635555722,1.24002592778539,0,1.90487339755691,2.0544326263448,7.20724791256698,2.74004392572065,2.29801223926956,0,1.53684536911472,2.88767599942819,3.07174694791283,4.25116266331811,1.42747136401286,0,0.314671173581228,0.160006037461708,0.0803718307687618,-0.296360790100811,-0.978298716721669,0,0.229483461765612,0.151895955105096,0.109660096580799,-0.279605918193514,-0.905847295637507,0,0.366980927179205,-0.226986041527561,0.11018526636298,0.288299474995348,-0.408777143815739,0,0.012429301608396,0.00849522416610368,0.00486039340109231,-0.0149554658975225,0.0716891013686655
"9",0,-4.05789067300064,-4.20340042189522,-4.11243706210684,-1.96388084485826,-7.62773199050835,0,4.24839681304337,1.21774471674933,1.89673364367135,1.30226427583262,1.38742840376597,0,1.05123172348285,6.21970168449065,1.5403244226867,3.44925420631221,2.05645506110431,0,2.02234159684488,2.41155931677638,7.24281948996839,3.15738845474211,2.44141126355556,0,1.37819823205544,3.22695646730797,3.16788981328071,4.58868540296336,1.90404654042464,0,0.241238503857718,0.189970493212139,0.0557669461007094,-0.29408834500098,-0.78357198956152,0,0.144045661994031,0.240276212949522,0.30881829378437,-0.177786005930704,-0.853420564799736,0,0.422802745905069,-0.359431798873169,0.163235036224378,0.285500081934105,-0.681047220379178,0,0.0146791430000148,0.00370085023600691,-0.00386599912301543,-0.0170189862866467,0.0842722970343562
"10",0,-4.25284522352103,-3.92484417661925,-4.4180574460279,-1.85693879452567,-7.42027655365448,0,4.03180619627253,0.27318906659038,2.04065809936758,1.14873737025998,1.00667508787428,0,0.248808625453597,5.75795329269349,1.48928892527185,3.25031498867748,2.27679060865784,0,1.78492289003247,2.32907525938239,7.34707059082303,3.03610029444188,3.22208065039027,0,1.47574489504058,2.93652058031412,3.1319295450493,4.26714773321728,1.93803131210206,0,0.242907300996878,0.109567843660715,0.0912358016986327,-0.399305036434297,-0.466317234729783,0,0.144503176992937,0.38270178253374,0.111010185877984,-0.174554515877024,-0.711157008003756,0,0.509225940944821,-0.0924380761437298,0.127170623316888,0.491983761958942,-0.498080150079481,0,0.0184974099602818,0.000397316378988215,0.00446270237469704,-0.0171545057877086,0.0759505038368156
